security 	image encryption 	{'3da01325d410b35fbadd5219da1f577da327aa87': 2, '3e96b28258f7195cbd4a16c9f58f95cb05a3ba47': 2, 'b116d2d93363b01b2cfb9c24cf4d29d01583221e': 2}
sensitivity 	diffusion process 	{'3da01325d410b35fbadd5219da1f577da327aa87': 2, '3e96b28258f7195cbd4a16c9f58f95cb05a3ba47': 2, 'b116d2d93363b01b2cfb9c24cf4d29d01583221e': 2}
sensitivity 	image encryption 	{'3da01325d410b35fbadd5219da1f577da327aa87': 2, '3e96b28258f7195cbd4a16c9f58f95cb05a3ba47': 2, 'b116d2d93363b01b2cfb9c24cf4d29d01583221e': 2}
diffusion process 	image encryption 	{'3da01325d410b35fbadd5219da1f577da327aa87': 2, '3e96b28258f7195cbd4a16c9f58f95cb05a3ba47': 2, 'b116d2d93363b01b2cfb9c24cf4d29d01583221e': 2}
convex optimization	constrained optimization	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
convex optimization	http public key pinning	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
convex optimization	lyapunov fractal	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
convex optimization	rate of convergence	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
convex optimization	evolutionary algorithm	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
constrained optimization	http public key pinning	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
constrained optimization	lyapunov fractal	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
constrained optimization	mathematical optimization	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
constrained optimization	rate of convergence	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
constrained optimization	evolutionary algorithm	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
complex network	http public key pinning	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
http public key pinning	lyapunov fractal	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 3}
http public key pinning	mathematical optimization	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
http public key pinning	rate of convergence	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
http public key pinning	evolutionary algorithm	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
lyapunov fractal	rate of convergence	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
lyapunov fractal	evolutionary algorithm	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
pixel	xiang zhang	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	artificial neural network	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	recurrent neural network	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	ilya sutskever	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	convolutional neural network	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	geoffrey e. hinton	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	computation	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
pixel	alex krizhevsky	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
activation function	artificial neural network	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
xiang zhang	recurrent neural network	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
xiang zhang	ilya sutskever	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
xiang zhang	geoffrey e. hinton	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
xiang zhang	computation	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
xiang zhang	alex krizhevsky	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
recurrent neural network	computation	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
ilya sutskever	computation	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
geoffrey e. hinton	computation	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
computation	alex krizhevsky	{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
dynamic programming	lyapunov fractal	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
bellman equation	lyapunov fractal	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
mean squared error	http public key pinning	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
mean squared error	lyapunov fractal	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 3}
activation function	linear matrix inequality	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
formal system	fault tolerance	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
formal system	in-place algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
nonlinear system	fault tolerance	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
nonlinear system	in-place algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
fuzzy logic	fault tolerance	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
fuzzy logic	in-place algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
simulation	fault tolerance	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
simulation	in-place algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
approximation algorithm	fault tolerance	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
approximation algorithm	in-place algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
fault tolerance	in-place algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2}
artificial neural network	recursive neural network	{'7a995ad850a767b70c8c703b8165289c25aabccd': 2}
artificial neural network	bag-of-words model	{'7a995ad850a767b70c8c703b8165289c25aabccd': 2}
recursive neural network	bag-of-words model	{'7a995ad850a767b70c8c703b8165289c25aabccd': 2}
recursive neural network	baseline (configuration management)	{'7a995ad850a767b70c8c703b8165289c25aabccd': 2}
bag-of-words model	baseline (configuration management)	{'7a995ad850a767b70c8c703b8165289c25aabccd': 2}
artificial neural network	periodic solution	{'6815d26cf8d06fe99e2a14a60171dd60245715b8': 2}
facto standard	currently support	{'e1aa396071f6ce9f6b0cc656d69b2692fdf01067': 2, '4b958f94808e7d7d361fc7488f82de06d2bb22f6': 2}
facto standard	70 commercial tools	{'e1aa396071f6ce9f6b0cc656d69b2692fdf01067': 2, '4b958f94808e7d7d361fc7488f82de06d2bb22f6': 2}
currently support	70 commercial tools	{'e1aa396071f6ce9f6b0cc656d69b2692fdf01067': 2, '4b958f94808e7d7d361fc7488f82de06d2bb22f6': 2}
mean squared error	mathematics	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
mean squared error	mathematical induction	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
mathematics	mathematical induction	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
mathematics	lyapunov fractal	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
mathematical induction	lyapunov fractal	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
search algorithm	premature convergence	{'be1bdf67a8c276bffc036bbf880186190d18dbad': 2, '854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2}
metaheuristic	premature convergence	{'be1bdf67a8c276bffc036bbf880186190d18dbad': 3, '854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3}
particle swarm optimization (pso)	premature convergence	{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}
cell-to-cell communication	chemotaxis	{'2292a2144bc32d7d95c54c09a06f37fd313443ea': 2}
cell-to-cell communication	self-adaptation	{'2292a2144bc32d7d95c54c09a06f37fd313443ea': 2}
chemotaxis	self-adaptation	{'2292a2144bc32d7d95c54c09a06f37fd313443ea': 2}
point of view (computer hardware company)	interference (communication)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
artificial neural network	state space	{'e30b354bfd68af8cdaef76b4d865630a10508ff3': 2}
state space	neural network simulation	{'e30b354bfd68af8cdaef76b4d865630a10508ff3': 2}
global optimization	bil herd	{'b610370486ebcec9080188afd35a654af82003e2': 2}
genetic algorithm	bil herd	{'b610370486ebcec9080188afd35a654af82003e2': 2}
heuristic	bil herd	{'b610370486ebcec9080188afd35a654af82003e2': 2}
bil herd	mathematical optimization	{'4514ff128e7d2c4f94403c7144ad93fefd04baf0': 2, 'b610370486ebcec9080188afd35a654af82003e2': 3, 'cdc7b66b0ba0d8e0da7e081b940888b73bfcb21e': 2}
lyapunov–krasovskii functional	numerical analysis	{'2fe18f292cf7609751fc0972983a9344ec3dda88': 2, 'f2e71ea4db322850257baf17d3166f81616b96ab': 2}
lyapunov–krasovskii functional	linear matrix inequality	{'2fe18f292cf7609751fc0972983a9344ec3dda88': 2, 'f2e71ea4db322850257baf17d3166f81616b96ab': 2}
lyapunov–krasovskii functional	lyapunov fractal	{'2fe18f292cf7609751fc0972983a9344ec3dda88': 2, 'f2e71ea4db322850257baf17d3166f81616b96ab': 2}
artificial neural network	lyapunov–krasovskii functional	{'2fe18f292cf7609751fc0972983a9344ec3dda88': 3, 'f2e71ea4db322850257baf17d3166f81616b96ab': 3}
logical dynamic	temporal boolean network	{'9e44a015c528d41a4f04090796ae3fd3ff773536': 2}
interference (communication)	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
global optimization problem 	krill herd (kh) 	{'b610370486ebcec9080188afd35a654af82003e2': 2}
global optimization problem 	numerical analysis	{'b610370486ebcec9080188afd35a654af82003e2': 2}
global optimization problem 	bil herd	{'b610370486ebcec9080188afd35a654af82003e2': 2}
global optimization problem 	mathematical optimization	{'b610370486ebcec9080188afd35a654af82003e2': 2}
krill herd (kh) 	numerical analysis	{'b610370486ebcec9080188afd35a654af82003e2': 2}
krill herd (kh) 	bil herd	{'b610370486ebcec9080188afd35a654af82003e2': 2}
krill herd (kh) 	mathematical optimization	{'b610370486ebcec9080188afd35a654af82003e2': 2}
numerical analysis	bil herd	{'b610370486ebcec9080188afd35a654af82003e2': 2}
theoretical results	numerical simulations	{'6815d26cf8d06fe99e2a14a60171dd60245715b8': 2}
interference (communication)	multitier architecture	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
multitier architecture	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	interference (communication)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
genetic algorithm	information retrieval	{'f0726b28ea878d7ad76604cf1da2d324ee6e88b8': 2}
information retrieval	mathematical optimization	{'f0726b28ea878d7ad76604cf1da2d324ee6e88b8': 2}
point of view (computer hardware company)	rayleigh fading	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	mimo	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	mimo-ofdm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	shadowing (histology)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	multitier architecture	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
point of view (computer hardware company)	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	mimo	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	mimo-ofdm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	interference (communication)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	shadowing (histology)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	multitier architecture	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
rayleigh fading	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	mimo-ofdm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	shadowing (histology)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	multitier architecture	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	interference (communication)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	shadowing (histology)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	multitier architecture	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
mimo-ofdm	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
interference (communication)	shadowing (histology)	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
interference (communication)	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
interference (communication)	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
interference (communication)	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
interference (communication)	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
shadowing (histology)	multitier architecture	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
shadowing (histology)	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
shadowing (histology)	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
shadowing (histology)	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
shadowing (histology)	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
shadowing (histology)	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
multitier architecture	x.690	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
multitier architecture	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
multitier architecture	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
multitier architecture	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
x.690	coefficient	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
x.690	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
x.690	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
x.690	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
coefficient	constraint algorithm	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
coefficient	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
coefficient	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
constraint algorithm	bit error rate	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
constraint algorithm	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
bit error rate	quality of service	{'61db14f872dec0160a88816e36d61bbdb4edc610': 2}
markovian jump parameters	fuzzy model	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	time bounded	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	stochastically finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	finite time	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	paper studies	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	time bounded	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	stochastically finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	finite time	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	linear matrix inequalities	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	paper studies	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
fuzzy model	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	stochastically finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	finite time	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	linear matrix inequalities	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	paper studies	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time bounded	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	finite time	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	linear matrix inequalities	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	paper studies	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
stochastically finite	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	linear matrix inequalities	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	paper studies	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
finite time	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	paper studies	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	optimal finite	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
